age,triangle,sex,time,count
20,Lower,Male,2019,13
20,Upper,Male,2019,18
21,Lower,Male,2019,15
21,Upper,Male,2019,18
22,Lower,Male,2019,10
22,Upper,Male,2019,15
23,Lower,Male,2019,21
23,Upper,Male,2019,13
24,Lower,Male,2019,21
24,Upper,Male,2019,19
25,Lower,Male,2019,20
25,Upper,Male,2019,10
26,Lower,Male,2019,19
26,Upper,Male,2019,16
27,Lower,Male,2019,15
27,Upper,Male,2019,10
28,Lower,Male,2019,12
28,Upper,Male,2019,25
29,Lower,Male,2019,15
29,Upper,Male,2019,11
30,Lower,Male,2019,21
30,Upper,Male,2019,12
31,Lower,Male,2019,17
31,Upper,Male,2019,20
32,Lower,Male,2019,12
32,Upper,Male,2019,13
33,Lower,Male,2019,15
33,Upper,Male,2019,10
34,Lower,Male,2019,16
34,Upper,Male,2019,4
35,Lower,Male,2019,15
35,Upper,Male,2019,8
36,Lower,Male,2019,13
36,Upper,Male,2019,13
37,Lower,Male,2019,7
37,Upper,Male,2019,10
38,Lower,Male,2019,12
38,Upper,Male,2019,9
39,Lower,Male,2019,15
39,Upper,Male,2019,7
40,Lower,Male,2019,11
40,Upper,Male,2019,10
41,Lower,Male,2019,3
41,Upper,Male,2019,4
42,Lower,Male,2019,10
42,Upper,Male,2019,5
43,Lower,Male,2019,9
43,Upper,Male,2019,6
44,Lower,Male,2019,5
44,Upper,Male,2019,12
45,Lower,Male,2019,9
45,Upper,Male,2019,1
46,Lower,Male,2019,8
46,Upper,Male,2019,6
47,Lower,Male,2019,6
47,Upper,Male,2019,5
48,Lower,Male,2019,12
48,Upper,Male,2019,7
49,Lower,Male,2019,3
49,Upper,Male,2019,8
50,Lower,Male,2019,10
50,Upper,Male,2019,9
51,Lower,Male,2019,5
51,Upper,Male,2019,6
52,Lower,Male,2019,7
52,Upper,Male,2019,12
53,Lower,Male,2019,5
53,Upper,Male,2019,8
54,Lower,Male,2019,11
54,Upper,Male,2019,10
55,Lower,Male,2019,9
55,Upper,Male,2019,8
56,Lower,Male,2019,10
56,Upper,Male,2019,8
57,Lower,Male,2019,7
57,Upper,Male,2019,6
58,Lower,Male,2019,7
58,Upper,Male,2019,6
59,Lower,Male,2019,10
59,Upper,Male,2019,6
60,Lower,Male,2019,9
60,Upper,Male,2019,9
61,Lower,Male,2019,5
61,Upper,Male,2019,5
62,Lower,Male,2019,12
62,Upper,Male,2019,6
63,Lower,Male,2019,9
63,Upper,Male,2019,4
64,Lower,Male,2019,1
64,Upper,Male,2019,3
65,Lower,Male,2019,7
65,Upper,Male,2019,7
66,Lower,Male,2019,3
66,Upper,Male,2019,5
67,Lower,Male,2019,4
67,Upper,Male,2019,4
68,Lower,Male,2019,5
68,Upper,Male,2019,3
69,Lower,Male,2019,5
69,Upper,Male,2019,2
70,Lower,Male,2019,1
70,Upper,Male,2019,0
71,Lower,Male,2019,2
71,Upper,Male,2019,1
72,Lower,Male,2019,3
72,Upper,Male,2019,1
73,Lower,Male,2019,2
73,Upper,Male,2019,0
74,Lower,Male,2019,2
74,Upper,Male,2019,1
75,Lower,Male,2019,1
75,Upper,Male,2019,0
76,Lower,Male,2019,1
76,Upper,Male,2019,1
77,Lower,Male,2019,0
77,Upper,Male,2019,0
78,Lower,Male,2019,0
78,Upper,Male,2019,0
79,Lower,Male,2019,0
79,Upper,Male,2019,0
80,Lower,Male,2019,0
80,Upper,Male,2019,1
81,Lower,Male,2019,0
81,Upper,Male,2019,0
82,Lower,Male,2019,0
82,Upper,Male,2019,0
83,Lower,Male,2019,0
83,Upper,Male,2019,0
84,Lower,Male,2019,0
84,Upper,Male,2019,0
85,Lower,Male,2019,0
85,Upper,Male,2019,0
86,Lower,Male,2019,0
86,Upper,Male,2019,0
87,Lower,Male,2019,0
87,Upper,Male,2019,0
88,Lower,Male,2019,0
88,Upper,Male,2019,0
89,Lower,Male,2019,0
89,Upper,Male,2019,0
90,Lower,Male,2019,0
90,Upper,Male,2019,0
91,Lower,Male,2019,0
91,Upper,Male,2019,0
92,Lower,Male,2019,0
92,Upper,Male,2019,0
93,Lower,Male,2019,0
93,Upper,Male,2019,0
94,Lower,Male,2019,0
94,Upper,Male,2019,0
95,Lower,Male,2019,0
95,Upper,Male,2019,0
96,Lower,Male,2019,0
96,Upper,Male,2019,0
97,Lower,Male,2019,0
97,Upper,Male,2019,0
98,Lower,Male,2019,0
98,Upper,Male,2019,0
99,Lower,Male,2019,0
99,Upper,Male,2019,0
100+,Lower,Male,2019,0
100+,Upper,Male,2019,0
0,Lower,Female,2020,4
0,Upper,Female,2020,5
1,Lower,Female,2020,6
1,Upper,Female,2020,6
2,Lower,Female,2020,3
2,Upper,Female,2020,0
3,Lower,Female,2020,4
3,Upper,Female,2020,1
4,Lower,Female,2020,7
4,Upper,Female,2020,3
5,Lower,Female,2020,4
5,Upper,Female,2020,4
6,Lower,Female,2020,5
6,Upper,Female,2020,9
7,Lower,Female,2020,4
7,Upper,Female,2020,5
8,Lower,Female,2020,4
8,Upper,Female,2020,5
9,Lower,Female,2020,4
9,Upper,Female,2020,7
10,Lower,Female,2020,1
10,Upper,Female,2020,4
11,Lower,Female,2020,2
11,Upper,Female,2020,3
12,Lower,Female,2020,7
12,Upper,Female,2020,2
13,Lower,Female,2020,7
13,Upper,Female,2020,5
14,Lower,Female,2020,9
14,Upper,Female,2020,3
15,Lower,Female,2020,6
15,Upper,Female,2020,29
16,Lower,Female,2020,54
16,Upper,Female,2020,11
17,Lower,Female,2020,16
17,Upper,Female,2020,5
18,Lower,Female,2020,11
18,Upper,Female,2020,8
19,Lower,Female,2020,4
19,Upper,Female,2020,17
20,Lower,Female,2020,12
20,Upper,Female,2020,14
21,Lower,Female,2020,19
21,Upper,Female,2020,9
22,Lower,Female,2020,11
22,Upper,Female,2020,15
23,Lower,Female,2020,6
23,Upper,Female,2020,11
24,Lower,Female,2020,11
24,Upper,Female,2020,11
25,Lower,Female,2020,13
25,Upper,Female,2020,19
26,Lower,Female,2020,9
26,Upper,Female,2020,16
27,Lower,Female,2020,12
27,Upper,Female,2020,15
28,Lower,Female,2020,13
28,Upper,Female,2020,8
29,Lower,Female,2020,14
29,Upper,Female,2020,9
30,Lower,Female,2020,14
30,Upper,Female,2020,12
31,Lower,Female,2020,11
31,Upper,Female,2020,4
32,Lower,Female,2020,10
32,Upper,Female,2020,5
33,Lower,Female,2020,7
33,Upper,Female,2020,8
34,Lower,Female,2020,8
34,Upper,Female,2020,9
35,Lower,Female,2020,7
35,Upper,Female,2020,1
36,Lower,Female,2020,4
36,Upper,Female,2020,9
37,Lower,Female,2020,4
37,Upper,Female,2020,7
38,Lower,Female,2020,3
38,Upper,Female,2020,6
39,Lower,Female,2020,2
39,Upper,Female,2020,7
40,Lower,Female,2020,6
40,Upper,Female,2020,10
41,Lower,Female,2020,3
41,Upper,Female,2020,3
42,Lower,Female,2020,5
42,Upper,Female,2020,1
43,Lower,Female,2020,0
43,Upper,Female,2020,1
44,Lower,Female,2020,1
44,Upper,Female,2020,2
45,Lower,Female,2020,6
45,Upper,Female,2020,4
46,Lower,Female,2020,2
46,Upper,Female,2020,1
47,Lower,Female,2020,8
47,Upper,Female,2020,4
48,Lower,Female,2020,5
48,Upper,Female,2020,2
49,Lower,Female,2020,3
49,Upper,Female,2020,8
50,Lower,Female,2020,4
50,Upper,Female,2020,2
51,Lower,Female,2020,6
51,Upper,Female,2020,3
52,Lower,Female,2020,4
52,Upper,Female,2020,2
53,Lower,Female,2020,4
53,Upper,Female,2020,6
54,Lower,Female,2020,3
54,Upper,Female,2020,2
55,Lower,Female,2020,5
55,Upper,Female,2020,6
56,Lower,Female,2020,8
56,Upper,Female,2020,10
57,Lower,Female,2020,8
57,Upper,Female,2020,4
58,Lower,Female,2020,5
58,Upper,Female,2020,4
59,Lower,Female,2020,7
59,Upper,Female,2020,2
60,Lower,Female,2020,6
60,Upper,Female,2020,3
61,Lower,Female,2020,6
61,Upper,Female,2020,5
62,Lower,Female,2020,4
62,Upper,Female,2020,3
63,Lower,Female,2020,3
63,Upper,Female,2020,5
64,Lower,Female,2020,5
64,Upper,Female,2020,3
65,Lower,Female,2020,4
65,Upper,Female,2020,3
66,Lower,Female,2020,1
66,Upper,Female,2020,1
67,Lower,Female,2020,5
67,Upper,Female,2020,3
68,Lower,Female,2020,2
68,Upper,Female,2020,1
69,Lower,Female,2020,1
69,Upper,Female,2020,1
70,Lower,Female,2020,0
70,Upper,Female,2020,2
71,Lower,Female,2020,0
71,Upper,Female,2020,1
72,Lower,Female,2020,0
72,Upper,Female,2020,0
73,Lower,Female,2020,0
73,Upper,Female,2020,0
74,Lower,Female,2020,0
74,Upper,Female,2020,1
75,Lower,Female,2020,0
75,Upper,Female,2020,1
76,Lower,Female,2020,0
76,Upper,Female,2020,0
77,Lower,Female,2020,0
77,Upper,Female,2020,0
78,Lower,Female,2020,0
78,Upper,Female,2020,0
79,Lower,Female,2020,0
79,Upper,Female,2020,0
80,Lower,Female,2020,0
80,Upper,Female,2020,0
81,Lower,Female,2020,0
81,Upper,Female,2020,0
82,Lower,Female,2020,0
82,Upper,Female,2020,1
83,Lower,Female,2020,0
83,Upper,Female,2020,0
84,Lower,Female,2020,0
84,Upper,Female,2020,0
85,Lower,Female,2020,0
85,Upper,Female,2020,0
86,Lower,Female,2020,0
86,Upper,Female,2020,0
87,Lower,Female,2020,0
87,Upper,Female,2020,0
88,Lower,Female,2020,0
88,Upper,Female,2020,0
89,Lower,Female,2020,0
89,Upper,Female,2020,0
90,Lower,Female,2020,0
90,Upper,Female,2020,0
91,Lower,Female,2020,0
91,Upper,Female,2020,0
92,Lower,Female,2020,0
92,Upper,Female,2020,0
93,Lower,Female,2020,0
93,Upper,Female,2020,0
94,Lower,Female,2020,0
94,Upper,Female,2020,0
95,Lower,Female,2020,0
95,Upper,Female,2020,0
96,Lower,Female,2020,0
96,Upper,Female,2020,0
97,Lower,Female,2020,0
97,Upper,Female,2020,0
98,Lower,Female,2020,0
98,Upper,Female,2020,0
99,Lower,Female,2020,0
99,Upper,Female,2020,0
100+,Lower,Female,2020,0
100+,Upper,Female,2020,0
0,Lower,Male,2020,6
0,Upper,Male,2020,4
1,Lower,Male,2020,5
1,Upper,Male,2020,7
2,Lower,Male,2020,3
2,Upper,Male,2020,2
3,Lower,Male,2020,2
3,Upper,Male,2020,3
4,Lower,Male,2020,4
4,Upper,Male,2020,4
5,Lower,Male,2020,8
5,Upper,Male,2020,10
6,Lower,Male,2020,3
6,Upper,Male,2020,1
7,Lower,Male,2020,3
7,Upper,Male,2020,2
8,Lower,Male,2020,4
8,Upper,Male,2020,5
9,Lower,Male,2020,6
9,Upper,Male,2020,6
10,Lower,Male,2020,3
10,Upper,Male,2020,3
11,Lower,Male,2020,5
11,Upper,Male,2020,1
12,Lower,Male,2020,0
12,Upper,Male,2020,6
13,Lower,Male,2020,3
13,Upper,Male,2020,2
14,Lower,Male,2020,3
14,Upper,Male,2020,9
15,Lower,Male,2020,6
15,Upper,Male,2020,27
16,Lower,Male,2020,41
16,Upper,Male,2020,9
17,Lower,Male,2020,14
17,Upper,Male,2020,10
18,Lower,Male,2020,4
18,Upper,Male,2020,5
19,Lower,Male,2020,13
19,Upper,Male,2020,13
20,Lower,Male,2020,8
20,Upper,Male,2020,10
21,Lower,Male,2020,12
21,Upper,Male,2020,12
22,Lower,Male,2020,15
22,Upper,Male,2020,19
23,Lower,Male,2020,15
23,Upper,Male,2020,13
24,Lower,Male,2020,10
24,Upper,Male,2020,13
25,Lower,Male,2020,12
25,Upper,Male,2020,12
26,Lower,Male,2020,12
26,Upper,Male,2020,13
27,Lower,Male,2020,14
27,Upper,Male,2020,9
28,Lower,Male,2020,17
28,Upper,Male,2020,13
29,Lower,Male,2020,11
29,Upper,Male,2020,9
30,Lower,Male,2020,18
30,Upper,Male,2020,12
31,Lower,Male,2020,6
31,Upper,Male,2020,14
32,Lower,Male,2020,14
32,Upper,Male,2020,9
33,Lower,Male,2020,5
33,Upper,Male,2020,8
34,Lower,Male,2020,6
34,Upper,Male,2020,5
35,Lower,Male,2020,10
35,Upper,Male,2020,5
36,Lower,Male,2020,4
36,Upper,Male,2020,14
37,Lower,Male,2020,6
37,Upper,Male,2020,9
38,Lower,Male,2020,7
38,Upper,Male,2020,6
39,Lower,Male,2020,7
39,Upper,Male,2020,6
40,Lower,Male,2020,2
40,Upper,Male,2020,4
41,Lower,Male,2020,8
41,Upper,Male,2020,5
42,Lower,Male,2020,7
42,Upper,Male,2020,10
43,Lower,Male,2020,7
43,Upper,Male,2020,10
44,Lower,Male,2020,7
44,Upper,Male,2020,3
45,Lower,Male,2020,5
45,Upper,Male,2020,8
46,Lower,Male,2020,4
46,Upper,Male,2020,9
47,Lower,Male,2020,3
47,Upper,Male,2020,5
48,Lower,Male,2020,3
48,Upper,Male,2020,5
49,Lower,Male,2020,8
49,Upper,Male,2020,6
50,Lower,Male,2020,6
50,Upper,Male,2020,6
51,Lower,Male,2020,7
51,Upper,Male,2020,3
52,Lower,Male,2020,4
52,Upper,Male,2020,6
53,Lower,Male,2020,8
53,Upper,Male,2020,8
54,Lower,Male,2020,8
54,Upper,Male,2020,9
55,Lower,Male,2020,14
55,Upper,Male,2020,3
56,Lower,Male,2020,7
56,Upper,Male,2020,2
57,Lower,Male,2020,7
57,Upper,Male,2020,3
58,Lower,Male,2020,9
58,Upper,Male,2020,6
59,Lower,Male,2020,5
59,Upper,Male,2020,7
60,Lower,Male,2020,8
60,Upper,Male,2020,5
61,Lower,Male,2020,4
61,Upper,Male,2020,13
62,Lower,Male,2020,3
62,Upper,Male,2020,7
63,Lower,Male,2020,7
63,Upper,Male,2020,4
64,Lower,Male,2020,5
64,Upper,Male,2020,5
65,Lower,Male,2020,6
65,Upper,Male,2020,1
66,Lower,Male,2020,5
66,Upper,Male,2020,3
67,Lower,Male,2020,4
67,Upper,Male,2020,1
68,Lower,Male,2020,2
68,Upper,Male,2020,2
69,Lower,Male,2020,1
69,Upper,Male,2020,3
70,Lower,Male,2020,3
70,Upper,Male,2020,2
71,Lower,Male,2020,0
71,Upper,Male,2020,1
72,Lower,Male,2020,0
72,Upper,Male,2020,2
73,Lower,Male,2020,0
73,Upper,Male,2020,0
74,Lower,Male,2020,0
74,Upper,Male,2020,0
75,Lower,Male,2020,1
75,Upper,Male,2020,0
76,Lower,Male,2020,0
76,Upper,Male,2020,0
77,Lower,Male,2020,0
77,Upper,Male,2020,0
78,Lower,Male,2020,0
78,Upper,Male,2020,0
79,Lower,Male,2020,3
79,Upper,Male,2020,0
80,Lower,Male,2020,0
80,Upper,Male,2020,0
81,Lower,Male,2020,0
81,Upper,Male,2020,0
82,Lower,Male,2020,0
82,Upper,Male,2020,0
83,Lower,Male,2020,0
83,Upper,Male,2020,0
84,Lower,Male,2020,0
84,Upper,Male,2020,0
85,Lower,Male,2020,0
85,Upper,Male,2020,0
86,Lower,Male,2020,0
86,Upper,Male,2020,0
87,Lower,Male,2020,0
87,Upper,Male,2020,0
88,Lower,Male,2020,0
88,Upper,Male,2020,0
89,Lower,Male,2020,0
89,Upper,Male,2020,0
90,Lower,Male,2020,0
90,Upper,Male,2020,0
91,Lower,Male,2020,0
91,Upper,Male,2020,0
92,Lower,Male,2020,0
92,Upper,Male,2020,0
93,Lower,Male,2020,0
93,Upper,Male,2020,0
94,Lower,Male,2020,0
94,Upper,Male,2020,0
95,Lower,Male,2020,0
95,Upper,Male,2020,0
96,Lower,Male,2020,0
96,Upper,Male,2020,0
97,Lower,Male,2020,0
97,Upper,Male,2020,0
98,Lower,Male,2020,0
98,Upper,Male,2020,0
99,Lower,Male,2020,0
99,Upper,Male,2020,0
100+,Lower,Male,2020,0
100+,Upper,Male,2020,0
